Class,Approximate Entropy: m=3 r=0.7,Conduction Delay: set_thresh=False,Energy Ratio by Chunks: num_segments=10 segment_focus=2,Index Mass Quantile: q=0.6,Location of Maximum Energy: M=14,Maximum Absolute Value,Normalised Standard Deviation,Number of Peaks: set_thresh=False,Number of Peaks: set_thresh=True,Peaks Between Min and Max,Percentage Fractionation: thresh=0.01,Power Spectral Entropy,Power Spectral Entropy Around Maximum Energy,Ratio Beyond 5xSTD,Sample Entropy Around Max Energy: width=60 r=0.025,Spectral Centroid,Spectral Centroid Around Maximum Energy,Standard Deviation
0,-0.009322185,8,0.045207754,0.02,8,-13566,-0.056344371,0,0,0,4.666666667,-0.836234821,0.017742778,0.013333333,0.041145581,-7.648377563,0.310608499,-0.056571396
0,-0.001955243,9,0.059769294,0.033333333,9,-10643,-0.053055895,1,0,0,9.333333333,-0.781770974,0.177480089,0.013333333,0.126596772,-7.41340231,0.608986884,-0.052987673
0,0.004313679,9,0.099689642,0.033333333,10,-15387,-0.060368693,0,0,0,4.666666667,-0.826495613,-0.249630553,0.02,-0.00435872,-7.754447471,0.110838007,-0.061609107
0,4.22E-05,12,0.124330996,0.046666667,12,-14219,-0.06350548,0,0,0,4.666666667,-0.773836642,-0.014991147,0.013333333,-0.026501796,-7.351460132,0.514871553,-0.063186674
0,-0.002203184,12,0.092313747,0.046666667,5,-11928,-0.059279925,0,0,0,-1.333333333,-0.757614575,-0.979428623,0.02,0.210775224,-7.671454691,-1.540028786,-0.060194895
0,-0.004266216,17,0.489613943,0.086666667,11,-17503,-0.048733003,0,0,0,-1.333333333,-0.927551686,-1.160651204,0.013333333,0.252621997,-8.668261208,-2.021920956,-0.047897755
0,0.001365383,22,0.83678303,0.126666667,17,-19125,-0.035982909,0,0,0,5.333333333,-1.04267277,-1.272182007,0.013333333,0.302354056,-9.187507387,-2.120674538,-0.036111685
0,-0.023311772,9,0.069674505,0.02,7,-1713,-0.024664209,-2,0,-2,1.333333333,0.512033129,0.462456413,0.006666667,0.045137742,-0.740653766,0.765307095,-0.024555178
0,0.012009183,6,0.083877688,0.026666667,5,-5238,-0.03598365,-1,0,-2,7.333333333,0.423593316,1.105044143,0.013333333,0.093251917,0.685060544,2.358395855,-0.037092611
0,0.01807293,8,0.058747628,0,5,-2365,-0.064187244,-2,0,-2,2,0.749404884,0.846842249,0.006666667,0.079958518,2.686844014,1.043528274,-0.063998804
0,0.016727276,3,0.000754579,0.006666667,3,5541,-0.041903341,-1,0,-1,5.333333333,0.114740845,-0.058323214,0.006666667,0.113110725,-2.948199269,-0.632611386,-0.041900821
0,-0.010832524,7,0.032491091,0,7,16057,-0.048575728,-1,0,-2,4,0.640200599,0.289955314,0.013333333,-0.00049969,2.703274634,1.203737862,-0.04857442
0,-0.00030654,7,0.063998051,0.013333333,6,1109,-0.043961095,-1,0,-1,5.333333333,0.194484355,0.188439468,0.013333333,0.050735927,-1.990537261,-0.087203454,-0.043965707
0,0.005502688,6,0.066671032,0,6,4108,-0.035367319,-2,0,-2,2,0.278035434,0.609441757,0.006666667,-0.07804515,-2.48883281,0.313564948,-0.034892543
0,0.018755616,7,0.079714774,0.02,6,5823,-0.063814181,-2,0,-2,-2,0.149877216,-0.025222743,0.006666667,0.085296037,1.532738246,-1.166286176,-0.063822022
0,0.004921474,6,0.054620764,0.02,6,2931,-0.041507216,-2,0,-2,4.666666667,0.012306382,-0.238145177,0.006666667,0.015859007,-2.879866602,-1.306155386,-0.041405565
0,-0.014576595,7,0.141247548,0.033333333,7,-119,-0.038336115,-2,0,-1,1.333333333,0.038715242,-0.099165286,0.006666667,0.061190668,-2.232674143,-0.450832453,-0.038346438
0,0.014448591,11,0.238194426,0.053333333,10,13462,-0.052614174,-1,0,-2,4.666666667,0.146224452,0.397485203,0.006666667,0.07473303,0.403766764,-0.600487438,-0.052612942
0,0.007780713,14,0.161778993,0.046666667,14,16057,-0.063016804,-1,0,-1,5.333333333,0.572153067,0.50059764,0.013333333,-0.011933093,0.425894932,0.796139024,-0.063017199
1,0.054258324,40,0.017043465,0.233333333,33,-10971,0.020563993,0,0,-1,8,-0.469242298,-0.301504475,-0.006666667,0.625185569,-7.823568565,-1.024864049,0.020385677
0,-0.000220042,31,0.510421059,0.193333333,31,10513,-0.028806096,0,0,-1,5.333333333,0.123526877,0.263521657,0.006666667,0.083156522,1.054616344,-0.631278137,-0.028805166
0,-0.017116798,39,-0.017528471,0.233333333,39,11212,-0.020990959,-2,0,-2,6,-0.228030281,-0.180015025,0.006666667,-0.068691486,-3.000359437,-1.292242008,-0.020988612
0,0.056673754,10,0.042115524,0.1,12,-10202,0.069668035,0,0,0,-2.666666667,-1.119407819,-0.063009913,-0.013333333,0.169096948,-7.715402847,0.229816464,0.066411173
0,0.052228176,10,0.031952349,0.093333333,12,-9518,0.062693797,0,0,0,-2.666666667,-1.114945198,-0.243208753,-0.013333333,0.089942442,-7.046437655,0.011465203,0.062282865
0,0.048041893,11,0.040537263,0.1,13,-8165,0.058612731,0,0,0,-2.666666667,-1.064891046,-0.429378791,-0.013333333,0.07400585,-7.330158121,-0.259954795,0.060663326
0,0.045190307,11,0.051521505,0.106666667,13,-7131,0.058262315,0,0,0,-2.666666667,-1.037863415,-0.040916982,-0.013333333,0.192929925,-7.094078652,0.248391308,0.05868312
0,0.055121112,8,0.009284203,0.086666667,10,-6601,0.062835769,1,0,0,2.666666667,-1.07671862,0.070239763,-0.013333333,0.231723074,-6.92824632,0.383864011,0.062934888
0,0.043096725,12,0.081634925,0.113333333,14,-6178,0.063043772,0,0,0,3.333333333,-1.074462089,-0.087060916,-0.013333333,0.241148981,-6.931332153,0.200514153,0.060053142
0,0.043762996,12,0.047852184,0.106666667,14,-5056,0.055432158,0,0,0,-2.666666667,-0.981999623,-0.602928294,-0.006666667,0.112186679,-6.844721163,-0.666541607,0.053980525
0,0.051472586,17,0.238598192,0.14,19,-4444,0.051726536,1,0,0,2,-0.97746423,-0.284412901,-0.006666667,0.125333567,-6.538052252,-0.110706713,0.052124059
0,0.060381838,20,0.308335563,0.173333333,22,-7940,0.055562104,1,0,0,1.333333333,-0.988945557,-0.364595042,-0.006666667,0.191961177,-6.246461502,-0.094774431,0.053984303
0,0.048706589,27,0.738670838,0.22,29,-7908,0.056148756,1,0,0,2,-0.974785112,-0.634265574,-0.006666667,0.182052966,-6.356029369,-0.489941378,0.05519744
0,0.048958475,15,0.027852052,0.1,12,0,-0.003914488,-1,0,0,-2.666666667,-0.23717752,0.636320326,0.013333333,0.104593832,1.373817995,0.60926237,-0.003914118
0,0.041490748,14,0.034996064,0.1,12,0,-0.01246343,-1,0,0,-2,-0.312393879,0.67057207,0.006666667,0.113567236,0.38593304,0.81220367,-0.012458198
0,0.055820145,15,0.035674751,0.106666667,13,0,-0.007478314,-1,0,0,-2.666666667,-0.315970354,0.838007648,0.013333333,0.064232055,-0.359309741,1.282827698,-0.007476639
0,0.048259185,15,0.033227159,0.106666667,13,0,-0.008965007,-1,0,0,-2.666666667,-0.34528756,0.861568997,0.013333333,0.079518348,-0.650736427,1.290226628,-0.008968794
0,0.047037275,14,0.01526351,0.1,11,0,-0.018280262,-1,0,0,-2,-0.417852083,0.243247673,0.006666667,0.081351501,-1.326187521,0.854923806,-0.018286577
0,0.046852481,13,0.007270057,0.086666667,13,0,-0.023758879,-1,0,0,-2,-0.474757824,-0.357407297,0.006666667,0.063811798,-2.105395177,0.130647288,-0.023762776
0,0.052295563,16,0.049408911,0.113333333,14,0,-0.011273867,-1,0,0,-2,-0.477726535,0.74336953,0.013333333,0.091232657,-1.730722675,1.26416096,-0.011277648
0,0.035025756,16,0.021359338,0.1,16,0,-0.042199048,-1,0,0,-2,-0.511403613,0.034018976,0.006666667,0.085873189,-3.727204229,0.064847833,-0.042207563
0,0.060535195,19,0.172184114,0.14,18,-15210,-0.028280116,0,0,0,2,-0.959225423,-0.07914079,0,0.339218672,-5.244811877,0.250046518,-0.028266472
0,0.044690729,22,0.101861841,0.133333333,21,-10838,-0.030781424,-1,0,0,-4,-0.860344659,0.451429424,0.006666667,0.253653823,-5.681701514,1.098611577,-0.030684353
0,0.072719313,25,0.497030871,0.16,21,-16955,-0.035243274,-1,0,1,0.666666667,-1.039386898,0.012640095,0,0.236525768,-5.222170834,0.27561483,-0.035246135
1,0.115637994,36,0.802292321,0.273333333,27,-24741,-0.018264974,2,0,1,6,-0.92953229,-0.593716652,0,0.556578956,-4.173773327,-1.016233893,-0.020210931
1,0.082140116,43,0.085766348,0.28,37,-20878,-0.03538635,1,0,0,8,-0.796542874,-0.486371581,0,0.333669411,-4.047635424,-1.549383878,-0.037098486
1,0.110286139,52,0.005174948,0.34,44,-20273,-0.034188108,0,0,1,2.666666667,-0.817562858,-0.559527553,0,0.405347986,-4.616404118,-1.315002783,-0.034801004
1,0.066008123,55,0.004668784,0.446666667,69,-29664,0.067774259,4,0,2,16,-1.020610806,-0.489489874,-0.013333333,0.110914395,-4.924442327,-0.874826084,0.072052789
0,0.011203027,12,0.798098425,0.046666667,11,8982,0.038998271,1,0,0,0.666666667,0.35626481,0.415672303,-0.006666667,-0.176674083,6.347517093,1.10755012,0.03894103
0,0.003737489,10,0.526487736,0.033333333,8,8982,0.038460976,1,0,0,1.333333333,0.397296554,0.180096981,-0.006666667,-0.269205197,7.428494571,1.350177945,0.038502629
0,0.011729211,9,0.420638382,0.026666667,7,8982,0.034376654,1,0,0,6.666666667,0.572371951,0.267926177,-0.006666667,-0.294593018,9.873157196,1.809414557,0.034322019
0,0.008278617,9,0.445944405,0.026666667,8,8982,0.040050291,1,0,0,0.666666667,0.286060359,0.366551389,-0.006666667,-0.182420936,5.288934749,1.088696349,0.040006442
0,0.012869438,9,0.454885048,0.026666667,8,8982,0.041694353,1,0,1,0.666666667,0.275908796,0.327731955,-0.006666667,-0.084319657,5.351047425,1.075025898,0.041695341
0,0.021013113,7,0.398027955,0.02,6,8982,0.031590655,1,0,0,6.666666667,0.323153021,0.228714224,-0.006666667,-0.307271969,4.333453607,0.867452392,0.031570759
0,0.038558122,11,0.759764466,0.08,13,3470,0.019221266,1,0,0,-1.333333333,-0.447159593,-0.456188285,-0.006666667,-0.014514043,-2.55854478,-0.126474566,0.019163815
0,-0.005842913,9,0.422569724,0.033333333,9,8982,0.036452298,1,0,0,8,0.010979187,0.5013681,-0.006666667,-0.102540869,2.365063043,1.317210196,0.036411191
0,0.006850172,9,0.521023008,0.046666667,11,8982,0.030391696,0,0,0,3.333333333,-0.208262904,0.257256277,-0.006666667,-0.073572295,-1.778145371,0.824867766,0.030333924
0,-0.000340298,12,0.777093949,0.086666667,14,2771,0.024303934,1,0,0,-1.333333333,-0.542951889,-0.172322733,-0.006666667,0.068619857,-3.354399149,0.064781501,0.02427023
1,0.118043253,32,0.113097995,0.24,41,-12315,0.046067405,3,0,0,13.33333333,-0.848513154,-0.908367476,-0.006666667,-0.253747773,-3.746837885,-1.548909904,0.046335277
0,0.035891076,3,-0.014835118,0.033333333,4,17563,-0.029378127,-1,0,-1,6,-0.010543158,0.736706058,0.013333333,-0.161535526,-5.260320597,1.174771527,-0.029102291
0,0.042642925,4,-0.00751222,0.06,3,6646,0.012504262,-1,0,-1,0,-0.633769228,-0.782022023,0,0.014249538,-8.678337706,-0.130690738,0.01334648
0,0.017151533,4,-0.013114514,0.053333333,6,5499,0.020439611,-1,0,-1,0,-0.433241826,0.180450892,0,-0.056816263,-7.680196262,0.251418714,0.021385858
0,0.020409216,3,-0.003176787,0.046666667,5,13798,-0.000751648,-1,0,-1,0,-0.310648853,0.258375844,0,-0.124450915,-7.060129661,0.688483366,-0.000249673
0,0.027110602,2,-0.014982928,0.053333333,2,3947,0.019088598,-1,0,-1,0,-0.608816522,-0.672782364,0,-0.13169439,-8.031229598,0.07026608,0.018561255
0,0.045994864,4,-0.003264846,0.053333333,3,7828,-0.001162088,-1,0,-1,0,-0.580273789,-0.673904932,0,-0.138492471,-8.408844989,-0.087619332,-0.001117432
0,0.012793149,2,-0.01515197,0.06,3,551,0.0286712,-1,0,-1,0,-0.524635189,-0.586137692,0,-0.142630167,-7.18776852,-0.135477046,0.029539863
0,0.040940494,3,-0.011497321,0.066666667,3,537,0.003503715,0,0,0,8.666666667,-0.321463007,-0.462925316,0,-0.138291527,-4.995885504,0.519319814,0.003270386
0,0.123191866,4,0.013412543,0.14,4,-354,0.029506737,1,0,0,9.333333333,-0.667102698,-0.734271611,0,0.329023413,-4.558202483,0.378752742,0.027997499
0,0.064878768,4,0.00324219,0.106666667,4,-375,0.051130728,2,0,1,10.66666667,-0.423907435,-0.836163059,0,0.29299759,-0.393238005,0.314713333,0.052043933
1,0.048057189,5,0.007934384,0.08,7,-850,0.01872467,1,0,-1,10.66666667,-0.455080543,-0.516232746,0,0.32949949,-6.929809795,0.29907894,0.019974786
0,0.110722445,5,0.043057857,0.113333333,8,-1606,0.033840946,3,0,-1,7.333333333,-0.726995794,-0.606046992,0,0.847656318,-5.906080658,-0.919438361,0.036440688
1,0.129334903,5,0.072648081,0.12,4,-3014,0.046101673,2,0,-1,8.666666667,-0.498431381,-1.464874438,0,1.469457196,-7.47833825,-0.156059348,0.04213497
1,0.139503872,9,0.199851543,0.273333333,24,-5119,0.132598355,5,0,-1,10.66666667,,-0.397426927,0,0.803823214,-8.676669892,0.295104963,0.136190423
1,0.120613407,28,0.413108895,0.3,64,-4577,0.095826761,3,0,-1,6,-0.827535478,-0.339379546,0,0.127296915,-8.812037093,-0.556603787,0.096278805
1,0.091152009,34,0.418244665,0.346666667,37,-3680,0.076473311,3,0,-1,0,-0.530485781,-0.13075871,0,0.716039815,-4.261480109,-0.598474726,0.071561508
0,-0.016036363,2,0.017502653,-0.013333333,-4,366,0.025619437,-1,0,-1,-4.666666667,-0.341971971,0.073731132,0,0.00836825,-7.365414605,-0.341205696,0.022004179
0,0.007707371,2,0.030497273,0.02,-6,-430,0.010409506,1,0,-1,6.666666667,-0.537170771,-0.687416425,0,0.126151285,-8.73036046,-0.268575464,0.006713149
0,0.016510012,1,0.020548486,-0.006666667,-6,-686,0.032979785,0,0,-1,6.666666667,-0.598701715,-0.80224169,0,-0.010795693,-5.855089096,-0.099819617,0.029198175
0,0.00196465,4,0.048277264,0.013333333,-3,-156,0.022746688,-2,0,-2,-4.666666667,-0.387150141,-0.040643524,0,0.188396227,-9.593130508,-0.078732256,0.018943424
0,0.039197442,3,0.035022043,0.04,-2,-1412,0.022302166,-1,0,-2,1.333333333,,-0.217805585,0,0.509962203,-9.386433659,-0.163276026,0.01137156
0,0.067294824,4,0.01354457,0.013333333,1,-1385,0.051494115,1,0,0,11.33333333,-0.050684466,-0.303350134,0,0.413232577,-8.227980854,-1.532022124,0.04888462
0,0.009008755,3,0.051686413,0.026666667,-6,-190,0.008350132,-1,0,-2,-4.666666667,-0.411259809,-0.594618758,0,0.21508126,-8.712736039,-0.336103195,0.0014269
0,0.078589534,11,0.071220588,0.066666667,9,-1735,0.03990687,0,0,-2,1.333333333,-0.539788013,-0.71128653,0,0.71560017,-10.3453331,-1.942850251,0.035188998
0,0.078929913,17,0.549392108,0.12,22,-1675,0.051190509,1,0,-1,-0.666666667,-0.83580725,-0.742801428,0,0.680021719,-10.86217976,-0.71000777,0.048976678
1,0.099479668,38,0.20265668,0.28,48,-2375,0.079370301,3,0,0,8,-0.403422494,-0.87452944,0,1.01039971,-6.13061194,-0.547590986,0.070917833
1,0.153273804,37,0.365443223,0.266666667,50,-2761,0.057656228,3,0,0,17.33333333,0.032262146,0.012477434,0,1.297371303,-5.838792682,0.137381488,0.039329191
0,0.042360468,3,0.003651995,0.113333333,1,-22992,0.053617399,2,0,1,8,-2.041632812,-0.563737316,0,0.053656442,-12.69788469,-0.509811151,0.053516864
0,0.002795296,2,0.001667331,0.073333333,0,-24080,0.05235119,2,0,0,8.666666667,-1.413533131,-0.130194389,0,0.020783697,-8.530377961,0.130201135,0.052130922
0,0.024257001,3,0.006108669,0.053333333,1,-23712,0.091671765,2,0,0,2.666666667,-1.909128934,-0.589681761,-0.006666667,0.14493317,-13.27817788,-0.248768424,0.092668915
0,0.042979258,4,0.017049734,0.066666667,3,-23744,0.106546124,2,0,1,5.333333333,-2.12522469,-0.766515939,-0.006666667,0.160492183,-14.5376355,-0.365036373,0.10676968
1,0.084210294,6,0.034982901,0.126666667,7,-26848,0.08931226,2,0,0,3.333333333,-1.794569291,-0.415631818,-0.006666667,0.210468821,-13.6424874,-0.020454155,0.091201896
1,0.129303652,6,0.034848419,0.206666667,4,-29216,0.139644525,3,0,0,4,-1.941239057,-0.769296447,-0.006666667,0.548454467,-14.61463324,-0.842291438,0.149235037
1,0.133753594,6,0.356697625,0.173333333,0,-29648,0.136690592,3,0,0,4.666666667,-2.154718472,-1.103023814,-0.006666667,1.156486006,-13.90612179,-2.465538446,0.130088007
1,0.177708672,7,0.142494855,0.233333333,6,-30000,0.138042556,5,0,0,8,-2.51459855,-1.972117155,-0.006666667,1.751635103,-16.62331991,-0.846636478,0.123119761
1,0.154340923,8,0.124105878,0.166666667,4,-29360,0.114854252,3,0,0,2.666666667,-2.167224818,-1.16081435,-0.006666667,1.396092487,-14.62168926,-0.716686112,0.106588768
1,0.159142596,11,0.236021886,0.226666667,8,-29600,0.152965005,5,0,0,10,-2.312355188,-0.729600894,-0.006666667,1.190406411,-15.42696989,-0.563429264,0.150171943
1,0.169655045,17,0.246907432,0.286666667,38,-30400,0.217264014,8,0,1,13.33333333,-2.441037957,-0.212151753,-0.006666667,2.248667404,-16.57325649,-0.104110393,0.210960581
0,-0.006497515,5,-0.013105476,0,2,1549,-0.105577556,-2,0,0,-8,0.414777542,1.635656646,0.013333333,-0.066017859,-0.396381935,3.489368561,-0.105543149
0,0.061749901,9,0.00102905,0.14,1,1159,-0.089602605,0,0,0,-6,0.12706149,0.852674843,0.013333333,0.071429339,0.634575957,1.30818788,-0.089597543
0,0.020038987,6,0.002908922,0.06,2,1895,-0.088927263,0,0,0,-1.333333333,0.422657803,1.295723918,0.02,-0.071105281,0.426932129,2.648876446,-0.088864466
0,0.014318921,12,0.407574815,0.1,7,1382,-0.095898367,1,0,0,4.666666667,0.25916942,1.123213383,0.013333333,0.018174754,1.725345923,2.370382283,-0.095919003
1,0.09229164,-4,0.575717955,0.106666667,16,-2640,0.00890268,2,0,0,-2.666666667,-0.967652681,-0.309297344,0,0.055640114,-4.237329759,-0.401654261,0.008007842
0,0.037875782,16,0.773946332,0.06,7,-1074,-0.097558018,0,0,0,-3.333333333,0.468341092,1.067301821,0.013333333,-0.176874553,1.463910595,1.624154577,-0.097649122
1,0.071101753,6,0.046636045,0.173333333,28,-2949,0.038044121,3,0,0,2.666666667,-0.763841744,-0.175315034,0,0.009282855,-2.605158833,1.003635874,0.027536165
1,0.061573609,28,0.049933213,0.286666667,48,-2831,0.044410132,3,0,0,2.666666667,-1.06626561,-0.624022095,0,-0.156308299,-3.627383526,0.110661149,0.036448485
0,0.034050677,73,-0.010974586,0.44,72,1015,-0.078078677,1,0,0,-0.666666667,0.216249579,0.32464454,0.013333333,-0.099522771,-0.78263364,1.446810929,-0.078711953
0,0.027923469,80,-0.013380306,0.486666667,77,1905,-0.088286892,0,0,0,-5.333333333,0.219955547,1.580400896,0.013333333,-0.153861902,-0.089641771,3.507220939,-0.088256763
0,0.032899929,-17,-0.016174041,0.506666667,83,359,-0.077281139,0,0,0,-2.666666667,0.318547074,0.602211789,0.006666667,0.418545608,6.46461576,1.371614284,-0.076885647
0,0.000170578,-17,-0.019158705,0.58,-17,4906,-0.04404984,0,0,0,-2.666666667,0.182526092,1.582654816,0.013333333,-0.216663189,4.204922098,4.092625632,-0.044015631
0,0.040243737,-1,-0.070775622,-0.02,-3,-12,-0.024009366,1,0,0,4,0.224734845,-0.415754394,0,-0.116151877,1.894422535,-1.245859461,-0.024150912
0,0.033431264,-2,-0.121634448,-0.04,-5,-1387,-0.02405456,2,0,0,4.666666667,0.257550724,0.123143346,0,-0.124099798,3.160295521,0.685883901,-0.024222059
0,0.045980249,-1,-0.135323208,-0.053333333,-12,-2973,-0.015146671,1,0,0,2.666666667,0.159687782,0.927591294,-0.006666667,0.071686754,1.533812703,1.483949705,-0.015308582
0,0.052428173,-3,-0.083547545,-0.033333333,-12,-4091,0.027381171,4,0,0,10.66666667,0.041305088,1.047881092,-0.006666667,0.180158103,-0.35378192,1.237565911,0.02702378
0,0.033565988,-1,0.287213788,-0.013333333,-2,-2755,0.083304903,1,0,0,-1.333333333,-1.233793826,0.229361284,-0.013333333,-0.146221259,-9.506457957,0.117021425,0.082580022
0,0.034842775,-1,0.323547023,0,-1,-2531,0.105929182,1,0,0,-0.666666667,-1.292220968,0.590527242,-0.013333333,-0.198912385,-10.01744974,0.210436906,0.108123489
0,0.029310266,3,0.608831269,0.04,4,-2682,0.118323852,1,0,0,0,-1.631424343,0.445880336,-0.013333333,-0.073463498,-11.67229358,0.085596585,0.119512309
0,0.030983614,9,0.3954524,0.1,11,-3221,0.165837351,2,0,0,6,-1.877509556,0.158973728,-0.013333333,-0.091081639,-13.25157723,-0.344885137,0.162481507
0,0.032533071,19,0.030798469,0.086666667,19,2761,-0.004637007,0,0,0,0,-0.245003307,-0.855519481,0,0.082693161,-2.477276072,-2.433594277,-0.004632009
0,0.04558211,20,0.041319174,0.093333333,17,2761,0.006540691,0,0,0,-0.666666667,-0.181400631,1.322178512,0.006666667,0.169701496,0.349680287,1.551281918,0.006532698
0,0.044431335,20,0.042449878,0.093333333,18,2761,0.012553912,0,0,0,-0.666666667,-0.021912487,0.804852418,0.006666667,0.090022233,2.727540827,0.657033876,0.012564393
0,0.040610378,20,0.042705413,0.093333333,17,2761,0.010846266,0,0,0,0,-0.10938618,1.233957035,0.006666667,0.17821758,1.455566804,1.471173246,0.010846089
0,0.037575801,20,0.0546038,0.1,18,2761,0.005780573,0,0,0,-0.666666667,-0.222566389,1.280852919,0.006666667,0.128290861,-1.152614411,1.278223238,0.005762793
0,0.030690018,21,0.057912413,0.1,19,2761,0.010333189,0,0,0,2.666666667,-0.239303692,0.348355872,0.006666667,0.141921753,-0.225244491,0.086943398,0.010715168
0,0.027580409,22,0.06640736,0.106666667,21,2761,-0.000383299,-1,0,0,-2.666666667,-0.351584601,-1.038159617,0.006666667,0.165023733,-2.60668268,-2.324799744,-0.000395698
0,0.063074683,24,0.070448943,0.126666667,23,-8982,0.000333303,1,0,0,-3.333333333,-0.348919762,0.319210466,0.006666667,0.288273613,-2.967041485,0.733315599,0.000140838
0,0.091858194,32,0.827529233,0.16,29,-15682,-0.010470828,2,0,0,4,-0.161377656,0.896570752,0,0.205434342,0.363350482,0.567930003,-0.010470348
1,0.122359473,36,0.778827241,0.2,35,-17302,0.000673988,2,0,0,10.66666667,0.129674845,0.342276181,0,0.608786257,2.68801702,0.624344069,0.00061527
1,0.158353918,52,0.02972332,0.3,52,-23410,0.070966862,4,0,0,12.66666667,-1.354977493,0.201445053,-0.013333333,0.237392269,-5.473417939,-0.518234711,0.071342507
1,0.126591711,48,0.078718384,0.273333333,44,-22085,0.056394282,4,0,0,7.333333333,-1.149185693,0.03168615,-0.013333333,0.359039011,-4.638993358,0.132190733,0.056891837
1,0.21299753,63,0.083758385,0.346666667,58,-24027,0.040588474,6,0,0,10,-0.753458965,0.635013752,-0.006666667,0.345597858,-3.42898386,0.280431356,0.040266016
